7 1:4.000000 2:230.000000 3:3.141593 4:0.158617 5:78.000000 6:0.208881 7:0.480464 8:-0.485577 9:-0.723678 10:-1.989509 11:-0.443644 12:-0.343169 13:-0.660540 14:2.952905 15:0.162339 16:-1.998534 17:0.686044 18:0.752160 19:4737.091058 20:5594.780794 21:3477.000000 22:5594.780794 23:3477.000000 24:0.215239 25:0.002648 26:0.075502 27:0.395115 28:0.000485 29:0.000000 30:0.054657 31:0.030439 32:0.018107 33:0.207792 34:0.000015
7 1:2.000000 2:219.000000 3:3.141593 4:0.119801 5:233.000000 6:0.114428 7:0.277156 8:0.206354 9:-0.858221 10:-1.542725 11:1.046124 12:-0.091913 13:0.039164 14:0.431065 15:-0.375940 16:-0.965396 17:-0.280657 18:0.777683 19:3124.607234 20:2219.463848 21:3683.000000 22:2219.463848 23:3683.000000 24:0.084557 25:0.000000 26:0.056804 27:0.622018 28:0.006114 29:0.007489 30:0.170153 31:0.001330 32:0.046230 33:0.005154 34:0.000150
7 1:2.000000 2:182.000000 3:3.141593 4:0.091063 5:64.000000 6:0.151955 7:0.559091 8:-2.337202 9:-1.135594 10:-0.511726 11:2.238175 12:2.224910 13:2.172557 14:2.187310 15:-1.867592 16:-2.623651 17:1.723385 18:0.713994 19:4910.647989 20:8026.966793 21:4070.000000 22:8026.966793 23:4070.000000 24:0.967280 25:0.001147 26:0.005559 27:0.010671 28:0.007186 29:0.000045 30:0.000065 31:0.000090 32:0.000015 33:0.004732 34:0.003210
7 1:1.000000 2:134.000000 3:3.141593 4:0.071076 5:0.000000 6:0.000000 7:0.000000 8:-0.925208 9:0.006516 10:-0.023683 11:0.117814 12:-0.570013 13:0.075606 14:0.345031 15:1.287111 16:-0.068202 17:-0.368502 18:0.753912 19:195.268348 20:297.434511 21:65.000000 22:297.434511 23:65.000000 24:0.137027 25:0.001600 26:0.294507 27:0.007306 28:0.355504 29:0.018917 30:0.003605 31:0.016012 32:0.076305 33:0.012197 34:0.077020
7 1:2.000000 2:208.000000 3:3.141593 4:0.076317 5:254.000000 6:0.134983 7:0.000000 8:-0.825116 9:2.556830 10:-1.961640 11:0.321675 12:-1.717395 13:-1.062550 14:-3.287595 15:0.792436 16:1.883147 17:4.603854 18:0.829959 19:800.999859 20:768.058736 21:677.000000 22:768.058736 23:677.000000 24:0.726993 25:0.000000 26:0.000065 27:0.262855 28:0.000000 29:0.000000 30:0.006239 31:0.000000 32:0.000000 33:0.003849 34:0.000000
7 1:4.000000 2:175.000000 3:3.141593 4:0.114830 5:175.000000 6:0.461693 7:0.559091 8:0.008100 9:-0.047192 10:0.005639 11:0.018906 12:-0.048001 13:0.028294 14:-0.030025 15:0.038170 16:-0.002105 17:0.068590 18:0.802437 19:6772.592076 20:10474.212766 21:7333.000000 22:10474.212766 23:7333.000000 24:0.354238 25:0.000000 26:0.000000 27:0.029185 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.616577 34:0.000000
7 1:6.000000 2:39.000000 3:2.321288 4:0.324671 5:367.000000 6:0.218889 7:0.559091 8:-0.027920 9:0.020634 10:-0.163805 11:0.225213 12:0.012579 13:0.002050 14:-0.154797 15:-0.172466 16:0.132929 17:-0.041839 18:0.784004 19:6324.228678 20:6626.389097 21:6398.000000 22:6626.389097 23:6398.000000 24:0.186768 25:0.000000 26:0.621998 27:0.007026 28:0.000015 29:0.000000 30:0.008173 31:0.000015 32:0.000225 33:0.175781 34:0.000000
7 1:8.000000 2:16.000000 3:2.967060 4:0.248382 5:254.000000 6:0.146057 7:0.305594 8:0.422215 9:-0.095214 10:0.084618 11:-0.284937 12:0.113387 13:0.621662 14:-1.048661 15:0.768430 16:0.473956 17:-0.264778 18:0.788643 19:7176.651045 20:2309.823699 21:11417.000000 22:2309.823699 23:11417.000000 24:0.008221 25:0.000000 26:0.610685 27:0.285844 28:0.062435 29:0.004616 30:0.005921 31:0.000075 32:0.000205 33:0.015827 34:0.006171
7 1:1.000000 2:222.000000 3:3.141593 4:0.062358 5:231.000000 6:0.130686 7:0.559091 8:0.288138 9:-0.126724 10:-0.148714 11:-0.059846 12:-0.510423 13:-0.114945 14:0.295607 15:-0.071730 16:-0.061266 17:0.296251 18:0.774573 19:189.205914 20:201.427169 21:125.000000 22:201.427169 23:125.000000 24:0.156288 25:0.352004 26:0.054134 27:0.341025 28:0.096519 29:0.000000 30:0.000000 31:0.000020 32:0.000010 33:0.000000 34:0.000000
7 1:3.000000 2:36.000000 3:2.443461 4:0.153081 5:243.000000 6:0.143393 7:0.559091 8:-6.875794 9:-0.125820 10:-4.634321 11:-13.848095 12:1.518729 13:-5.416958 14:2.919580 15:16.339703 16:5.855977 17:-0.519311 18:0.955072 19:3263.263576 20:2671.263105 21:4316.000000 22:2671.263105 23:4316.000000 24:0.936123 25:0.000085 26:0.010395 27:0.000380 28:0.036801 29:0.000625 30:0.000010 31:0.000005 32:0.000370 33:0.000365 34:0.014840
7 1:4.000000 2:15.000000 3:1.623156 4:0.180703 5:0.000000 6:0.000000 7:0.559091 8:-1.287367 9:-1.360583 10:0.829810 11:-1.987622 12:0.141051 13:-0.227691 14:-0.796690 15:-0.787181 16:-5.113336 17:0.372007 18:0.786787 19:2384.497551 20:2629.848173 21:1871.000000 22:2629.848173 23:1871.000000 24:0.619650 25:0.000000 26:0.000000 27:0.090973 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.289377 34:0.000000
7 1:2.000000 2:169.000000 3:3.141593 4:0.113241 5:210.000000 6:0.230504 7:0.530400 8:0.028408 9:-0.325140 10:-0.044195 11:0.159824 12:0.359269 13:-0.061220 14:0.684131 15:-0.306319 16:-0.135449 17:-0.411559 18:0.747016 19:3986.928986 20:5897.862796 21:1762.000000 22:5897.862796 23:1762.000000 24:0.142552 25:0.224883 26:0.051929 27:0.198967 28:0.334547 29:0.000000 30:0.036484 31:0.002201 32:0.000580 33:0.007857 34:0.000000
7 1:3.000000 2:205.000000 3:0.296706 4:0.201997 5:463.000000 6:0.191132 7:0.559091 8:-0.002912 9:-0.014698 10:0.036815 11:0.025548 12:-0.033623 13:-0.021953 14:-0.058713 15:-0.058874 16:-0.045435 17:0.011493 18:0.736549 19:4871.975010 20:3456.264313 21:5047.000000 22:3456.264313 23:5047.000000 24:0.149627 25:0.025437 26:0.089646 27:0.169121 28:0.073222 29:0.033839 30:0.011426 31:0.002889 32:0.011161 33:0.418816 34:0.014815
7 1:2.000000 2:60.000000 3:3.141593 4:0.117179 5:292.000000 6:0.199344 7:0.559091 8:0.656934 9:-0.521302 10:-0.071845 11:-0.432965 12:-0.052645 13:0.443340 14:-0.523735 15:0.824410 16:1.050498 17:0.339919 18:0.822997 19:2734.922313 20:2426.538507 21:2617.000000 22:2426.538507 23:2617.000000 24:0.086182 25:0.000000 26:0.635480 27:0.000530 28:0.079269 29:0.000000 30:0.168347 31:0.000000 32:0.000015 33:0.020663 34:0.009514
7 1:3.000000 2:133.000000 3:3.141593 4:0.142271 5:0.000000 6:0.000000 7:0.559091 8:-0.102044 9:0.137777 10:0.832629 11:0.156717 12:0.026650 13:0.505435 14:-0.711181 15:-0.269819 16:-0.352765 17:0.284193 18:0.726427 19:4643.408734 20:6404.254463 21:3584.000000 22:6404.254463 23:3584.000000 24:0.156662 25:0.000000 26:0.725056 27:0.013813 28:0.000065 29:0.000000 30:0.038389 31:0.000000 32:0.000000 33:0.066010 34:0.000005
7 1:2.000000 2:207.000000 3:3.141593 4:0.145264 5:379.000000 6:0.134426 7:0.559091 8:-0.348807 9:-1.915752 10:-0.193020 11:-1.674600 12:2.006338 13:0.557622 14:-0.182787 15:0.463375 16:-4.832162 17:0.707563 18:0.752918 19:7172.067120 20:5502.538446 21:10367.000000 22:5502.538446 23:10367.000000 24:0.799158 25:0.000000 26:0.004354 27:0.099330 28:0.094595 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.002362 34:0.000200
7 1:2.000000 2:139.000000 3:3.141593 4:0.099182 5:366.000000 6:0.147001 7:0.559091 8:0.185671 9:-0.008052 10:-0.067245 11:-0.106976 12:0.036100 13:0.142328 14:0.007188 15:0.288356 16:-0.304250 17:-0.050883 18:0.744088 19:9838.826496 20:8830.792970 21:11066.000000 22:8830.792970 23:11066.000000 24:0.148754 25:0.024222 26:0.155930 27:0.130962 28:0.002879 29:0.364321 30:0.022755 31:0.000361 32:0.009520 33:0.128929 34:0.011368
7 1:2.000000 2:224.000000 3:3.141593 4:0.111186 5:337.000000 6:0.270283 7:0.559091 8:-0.644107 9:-1.363855 10:-1.078113 11:4.187499 12:2.894795 13:2.939538 14:-2.144678 15:-5.425688 16:4.766827 17:-1.750324 18:0.763423 19:14127.665806 20:8643.013292 21:14612.000000 22:8643.013292 23:14612.000000 24:0.036966 25:0.095152 26:0.083333 27:0.085256 28:0.438472 29:0.000000 30:0.000035 31:0.000005 32:0.000000 33:0.006144 34:0.254638
7 1:2.000000 2:16.000000 3:3.141593 4:0.105933 5:276.000000 6:0.128044 7:0.559091 8:0.598695 9:0.026996 10:-1.056851 11:0.343538 12:1.105341 13:-1.251712 14:0.563755 15:1.180565 16:0.035071 17:-0.036962 18:0.838010 19:348.331565 20:246.607094 21:333.000000 22:246.607094 23:333.000000 24:0.886345 25:0.000000 26:0.000000 27:0.104422 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.009232 34:0.000000
